experience_level,years_experience,employment_type,company_size,remote_ratio,benefits_score,job_description_length,skill_count
2,6,0,1,0,6.4,529,3
2,5,0,2,50,9.0,1675,4
2,5,1,1,0,5.1,1484,3
1,3,0,2,100,8.9,1354,4
0,1,1,0,50,8.8,1820,5
3,12,0,0,100,8.3,1812,3
1,2,0,2,100,8.0,1008,5
1,4,1,2,0,6.0,1870,4
2,8,0,2,0,6.2,878,4
1,3,0,0,50,6.6,2364,3
1,2,0,1,100,8.9,2315,4
0,0,0,0,50,6.2,643,3
1,3,0,0,50,5.5,2408,4
2,8,1,0,0,7.5,1844,3
0,0,0,2,100,5.7,828,5
3,19,0,0,100,6.5,1457,4
2,7,1,1,50,9.7,1659,3
2,9,0,0,100,6.0,651,3
2,9,1,2,0,5.9,1433,3
3,11,1,2,100,6.5,1121,3
2,7,1,1,100,8.3,1590,4
0,1,1,1,0,6.3,2450,3
0,1,0,1,0,5.6,1133,3
1,3,0,2,50,9.5,1917,4
3,12,0,2,0,7.4,1423,4
0,0,1,0,50,5.4,513,4
3,14,0,2,100,8.6,1234,3
1,3,1,0,50,6.8,2405,5
2,5,0,2,100,6.0,1978,5
2,8,0,0,50,7.1,1874,3
0,1,0,2,100,7.3,1669,5
1,4,0,2,100,8.6,689,3
3,10,0,1,100,9.2,2099,3
0,0,0,1,50,7.6,2132,4
0,0,0,0,50,7.6,1980,5
0,1,1,1,100,9.2,1606,5
1,3,0,0,0,6.8,1813,5
1,3,0,1,100,5.8,1475,4
2,7,0,2,50,7.3,1028,4
3,19,0,1,0,7.6,1894,5
2,6,0,2,0,8.5,2353,5
0,0,0,1,0,9.3,643,4
2,7,1,2,100,6.7,1554,4
1,2,0,0,50,5.1,818,5
0,1,0,2,100,7.0,1994,4
1,3,0,2,50,7.3,915,3
3,10,0,0,50,9.4,621,3
1,3,1,2,100,5.4,2051,3
3,18,0,0,50,5.2,1945,4
2,9,0,1,50,5.0,743,4
0,0,1,0,50,5.3,778,4
1,2,0,2,50,9.9,1370,5
2,6,1,2,0,6.5,1113,3
1,3,1,0,50,5.7,1494,5
2,8,0,0,50,7.1,2146,4
1,2,0,1,50,9.9,982,4
0,1,0,2,0,7.6,833,3
2,5,0,0,100,9.5,2299,3
3,19,1,0,50,9.5,2234,4
3,15,0,2,50,5.3,936,3
1,2,0,1,100,9.2,2111,4
0,1,0,2,0,8.0,1232,5
1,2,1,2,100,5.9,734,5
2,8,1,0,100,5.4,650,3
2,8,0,2,0,5.7,2382,4
3,15,0,1,100,7.5,1067,4
0,0,0,0,0,9.1,918,5
2,9,1,2,50,8.3,1626,3
2,7,0,2,0,6.5,1251,5
1,4,1,1,100,6.4,1753,5
3,18,0,2,100,7.8,820,3
2,8,1,1,100,9.1,1725,5
0,1,0,2,50,7.0,1576,3
0,0,0,1,50,9.8,1602,5
2,9,1,1,50,5.7,986,5
2,9,0,0,0,5.9,1794,4
1,4,0,2,100,6.5,1683,3
1,4,1,0,50,9.6,2479,5
1,3,1,2,100,9.8,1459,3
2,7,1,1,0,5.9,2109,5
2,8,0,0,100,6.9,780,4
1,4,1,0,100,5.1,1456,5
0,1,0,0,0,7.9,2121,4
0,0,0,1,50,6.2,1869,5
0,1,0,2,50,7.4,2163,4
0,0,0,0,100,8.3,2355,5
3,12,0,2,0,5.1,1209,5
1,3,1,1,50,9.2,1134,3
1,2,0,1,0,5.1,1905,4
0,0,0,0,100,6.6,584,3
3,13,1,0,50,5.7,2212,5
2,5,0,0,50,6.5,1754,5
1,3,0,2,50,8.1,1917,4
3,11,0,0,0,6.9,1329,4
3,15,0,0,100,6.2,2381,5
1,3,0,0,0,8.3,2352,4
1,2,1,0,0,6.9,682,5
2,7,1,0,100,6.2,1638,5
3,11,0,2,50,5.8,2006,5
3,18,0,0,50,7.2,1130,3
1,4,0,0,100,5.9,1723,5
0,0,0,1,50,8.1,2368,4
3,14,0,1,50,9.7,2448,3
2,8,0,2,0,5.7,2270,4
1,3,0,1,0,9.6,2179,3
2,5,0,1,0,5.3,1610,4
3,14,1,1,100,7.4,517,4
1,4,0,1,50,8.8,2168,3
1,3,0,0,100,6.9,1854,5
2,5,0,0,0,9.2,774,4
1,2,1,2,100,5.2,1756,3
0,1,0,1,50,7.2,1063,5
2,5,0,2,100,8.3,1771,4
0,1,0,1,50,8.1,1937,5
3,15,0,0,0,9.8,1233,3
1,3,1,0,100,6.0,2075,5
1,3,0,2,0,10.0,1504,4
1,4,0,1,50,9.5,2025,3
2,8,1,2,50,9.6,1773,5
2,5,0,1,100,9.7,2442,5
3,12,1,2,50,5.6,1083,3
2,5,0,1,100,7.3,2432,3
2,6,0,2,100,8.5,1021,5
2,8,1,1,100,6.1,1389,4
3,14,1,2,0,8.2,1334,3
2,5,0,0,0,7.7,705,5
3,11,0,2,50,9.0,1078,4
3,10,0,2,50,6.2,829,4
0,1,0,0,100,9.9,1080,3
1,3,0,2,0,7.7,1516,5
3,12,0,2,50,6.5,2052,4
2,5,1,0,100,6.2,1713,5
0,1,0,1,50,7.5,1829,4
1,3,0,2,100,7.6,1055,3
1,2,0,1,100,6.3,682,3
0,1,0,2,100,8.9,1617,4
3,15,1,2,100,5.6,1450,4
0,0,0,1,100,9.9,1309,4
3,18,1,1,50,9.6,1911,4
0,1,0,2,50,8.7,2157,3
3,15,0,1,100,8.7,2459,4
3,15,0,1,100,6.7,1727,3
1,3,0,1,50,5.5,1848,5
1,2,0,1,0,7.6,1691,5
3,19,0,1,100,7.3,1233,5
2,9,1,2,100,6.1,735,4
3,19,0,1,0,8.5,2183,4
0,0,0,1,50,9.1,2119,3
1,3,1,1,50,8.0,508,4
1,3,1,0,0,7.7,1181,3
1,3,0,0,50,9.1,811,5
3,14,0,1,100,7.0,2145,4
0,1,0,0,50,9.2,1015,3
0,1,1,2,0,9.4,636,4
1,2,1,2,50,7.7,975,4
1,3,0,2,0,9.3,2250,5
2,6,0,0,0,5.1,526,3
2,8,0,2,50,6.3,654,5
2,9,0,1,50,6.0,605,4
3,16,0,2,100,9.1,754,5
2,9,0,1,0,6.3,1785,3
0,0,1,2,0,9.6,876,5
1,3,1,1,50,9.4,2063,5
3,19,0,2,100,9.0,2332,5
2,5,0,0,0,7.7,1810,4
1,3,0,2,50,6.4,2415,3
1,4,0,0,0,8.7,846,5
1,2,0,2,0,9.9,1159,3
0,1,1,2,50,7.1,1026,3
2,9,0,1,0,9.3,1420,3
1,2,0,2,0,5.2,586,4
3,14,0,1,0,6.8,707,4
1,2,0,1,100,8.6,2101,5
2,9,0,0,0,9.7,1847,3
1,3,0,0,0,6.3,2261,4
3,14,1,0,50,8.0,621,3
0,0,0,0,100,9.5,2140,3
1,3,1,0,0,8.6,1299,5
0,1,0,2,0,7.6,2021,3
3,18,0,2,50,5.8,590,4
1,3,0,0,0,8.2,1593,4
0,0,0,1,100,8.7,1040,3
0,0,0,1,100,5.8,2148,4
0,1,0,0,0,6.6,879,5
2,5,0,0,0,7.9,2271,4
2,6,1,2,0,8.7,1241,3
2,6,0,0,50,6.1,955,5
2,9,0,2,100,9.0,1043,4
0,0,1,1,0,7.7,1308,4
3,15,0,0,100,5.7,776,3
2,9,0,1,50,5.3,1711,3
3,17,0,0,0,9.8,685,5
3,10,0,1,0,8.2,2219,5
1,2,0,2,100,8.1,573,4
0,1,0,0,50,6.1,2422,3
0,1,0,1,0,9.8,1400,3
3,11,0,1,0,8.6,1825,3
1,2,0,1,100,10.0,2108,5
1,2,0,1,0,7.0,1114,5
0,0,1,0,100,9.4,2246,4
1,2,0,2,50,8.5,2422,5
0,0,0,2,100,7.9,1641,3
1,2,0,1,50,8.1,1358,5
1,3,1,0,0,5.2,1612,3
1,2,0,2,100,9.7,2409,4
2,8,0,2,100,8.3,923,3
0,0,0,0,100,8.6,1404,4
1,2,0,2,0,9.9,2305,3
3,17,0,2,50,8.1,1926,5
2,9,0,2,50,5.1,2322,3
3,19,1,0,100,7.4,1606,4
2,8,0,2,0,7.6,1942,4
3,18,0,0,0,8.8,628,3
0,0,0,0,100,8.5,1600,3
0,0,1,2,50,8.1,1353,4
2,9,0,1,100,7.2,1617,3
0,1,0,1,50,8.6,1921,3
3,19,0,2,50,6.6,797,3
1,3,0,1,50,8.8,1863,5
1,3,1,1,50,8.2,937,3
0,0,1,0,50,7.0,1297,4
2,8,0,2,100,6.6,1973,3
1,3,1,0,0,5.8,882,3
0,0,0,1,100,8.6,1389,3
1,4,0,1,100,5.1,639,5
3,19,1,0,0,6.3,960,5
0,0,0,1,100,9.5,1194,5
3,14,0,1,50,5.8,1983,4
3,11,0,1,0,7.9,2002,3
0,0,0,0,0,9.8,2177,3
1,2,1,2,0,8.4,1938,5
1,2,0,2,50,8.3,1049,5
1,2,0,2,50,8.9,599,4
3,17,0,1,100,6.0,1937,3
0,1,0,2,100,8.4,1516,5
1,4,0,2,0,5.5,1303,4
2,8,0,2,0,7.6,985,4
3,14,0,0,0,9.8,1338,4
1,4,1,1,100,9.8,1283,4
0,1,0,2,50,7.8,1818,5
2,8,0,2,50,8.8,2312,5
0,1,0,0,100,6.6,1588,5
2,6,1,1,0,5.9,729,5
3,15,1,2,100,9.4,1519,5
0,0,0,0,0,6.8,2039,4
1,4,0,2,0,8.8,2287,3
1,2,1,1,0,9.7,2251,5
1,2,1,0,0,7.5,1664,4
0,1,0,2,0,7.3,565,4
0,0,0,2,50,9.6,599,5
3,10,0,0,100,5.0,2186,3
1,2,0,2,100,6.6,1058,4
1,2,0,2,100,8.9,784,4
2,7,1,1,0,7.1,2446,4
0,0,0,0,50,5.8,1388,3
0,1,0,1,100,7.9,1942,5
0,1,0,1,0,6.1,761,5
3,18,0,0,50,8.8,1255,3
1,3,1,1,100,9.0,1255,5
3,18,0,1,0,6.9,1728,3
3,18,0,0,100,9.2,636,3
0,1,0,1,50,6.9,821,4
0,1,0,1,50,8.7,1736,3
3,19,0,1,100,7.1,1175,3
2,8,0,0,100,9.6,1044,4
3,12,0,2,100,9.4,1452,5
1,4,1,1,0,9.0,999,4
3,16,0,2,0,6.1,2286,5
1,3,0,1,100,9.2,1800,4
2,9,0,1,50,6.5,1412,5
2,9,0,2,50,9.7,2352,5
1,4,1,1,100,8.6,547,4
2,7,0,2,0,8.6,1539,5
1,3,0,0,50,7.3,1711,3
0,0,0,1,100,5.0,1221,5
1,3,1,2,100,9.1,702,5
0,1,0,2,100,6.8,1245,4
2,5,1,1,50,9.2,635,5
3,18,0,0,100,6.1,736,5
3,10,0,0,100,9.7,1105,4
3,19,0,0,0,6.3,2009,5
1,2,0,1,50,8.6,1514,3
2,8,0,2,50,5.4,1659,3
3,17,1,2,100,9.9,2389,4
3,16,0,1,100,5.3,1183,4
2,9,0,0,50,8.1,1468,4
3,18,0,2,100,7.2,1469,5
2,7,1,1,50,9.9,1482,5
2,7,0,0,0,9.0,916,3
0,1,1,0,0,9.1,1684,5
3,12,0,1,0,6.4,949,3
1,4,0,1,0,7.9,582,5
2,5,0,1,0,6.0,1519,5
0,1,1,2,100,6.0,2239,4
3,19,1,2,0,5.9,599,3
0,0,1,1,0,5.4,1229,3
0,0,0,1,50,8.4,1621,4
2,6,0,1,0,7.4,1027,3
2,5,0,0,0,5.6,1811,5
2,5,0,0,0,6.1,860,3
1,4,0,0,50,6.0,2458,3
3,14,0,2,100,7.3,2491,4
2,7,1,2,0,6.9,1701,4
3,11,0,0,0,9.9,1706,5
2,9,0,2,50,5.5,2424,3
2,9,0,0,100,9.2,1091,5
3,16,0,1,100,8.6,2055,4
3,12,0,2,100,7.0,687,4
3,14,0,1,100,5.5,1623,5
1,2,1,1,0,5.1,863,5
2,8,0,1,50,9.7,1163,3
3,17,0,0,50,9.9,705,5
2,8,0,1,0,9.3,780,4
3,18,0,1,0,6.9,2316,3
2,6,0,2,50,9.3,944,3
1,4,1,2,100,6.9,2457,3
3,16,0,0,0,7.1,1361,5
3,15,0,1,0,6.2,784,3
2,5,0,2,50,8.4,1444,5
1,3,1,1,50,5.5,834,4
3,15,0,1,50,8.0,2449,4
3,18,0,1,50,7.0,957,4
2,9,0,1,100,5.4,2433,5
0,0,0,1,100,6.5,2459,4
0,0,0,0,0,7.2,1615,4
0,0,1,0,100,6.0,1641,4
0,0,1,0,0,8.2,2158,3
3,14,0,0,0,8.7,1600,5
3,11,1,2,0,8.6,1258,3
3,12,0,0,100,6.1,710,5
0,1,1,0,0,7.6,1120,4
1,4,0,2,100,7.7,1030,5
1,2,0,1,50,5.4,845,4
0,0,0,0,100,9.9,766,4
0,1,0,1,50,9.2,2459,5
3,16,0,1,100,8.7,947,5
1,3,0,1,50,5.8,2339,4
2,7,0,2,0,5.8,844,5
3,12,1,0,100,9.4,1157,5
1,4,0,1,0,6.4,1878,4
3,12,0,0,50,8.6,1933,3
0,0,0,2,50,5.4,840,3
2,9,0,2,100,5.9,1515,5
1,4,0,0,50,7.9,2475,5
2,9,0,1,0,8.3,1918,5
0,0,0,2,100,5.8,1900,5
0,1,1,1,100,8.5,2479,4
2,7,0,2,50,6.6,1841,5
2,9,1,1,50,7.8,1002,3
2,5,0,1,50,8.6,2063,4
1,2,1,1,0,5.1,1893,3
3,15,1,2,0,7.1,1218,4
3,15,1,1,100,8.0,542,3
2,8,1,0,50,5.7,865,5
3,17,0,2,0,7.5,1873,4
3,18,1,1,0,9.1,1464,3
3,17,0,1,0,9.7,1717,4
3,19,1,1,50,5.5,987,4
1,2,0,0,0,6.3,2492,4
0,0,0,0,100,9.5,861,4
3,16,0,2,100,9.4,1139,4
1,2,0,1,50,9.3,707,4
3,15,0,0,0,7.5,1801,3
3,17,0,0,100,8.0,1567,5
2,6,1,2,50,9.6,1833,4
2,6,0,2,0,7.4,1649,4
1,2,0,2,0,9.8,791,4
1,4,0,0,100,6.0,2289,5
3,13,0,0,100,5.4,1997,5
3,18,0,0,50,7.7,1712,3
3,17,1,2,50,6.2,1286,5
2,9,1,2,0,5.4,1600,4
2,7,0,0,100,9.7,2159,5
2,5,1,0,0,6.3,2397,5
3,17,1,2,0,5.3,2138,4
3,10,0,0,50,6.8,1034,4
2,8,0,0,100,6.5,2223,5
3,13,0,1,0,5.4,1454,4
0,0,0,1,0,8.5,1437,4
3,16,1,1,0,7.7,681,3
0,1,0,0,50,5.4,2279,4
3,19,0,1,0,6.9,1872,3
2,8,0,1,0,9.1,1996,5
3,11,0,2,100,9.9,702,3
3,15,0,0,0,6.4,1959,4
2,9,0,0,50,6.3,1572,3
0,0,0,2,50,9.8,1046,5
3,10,0,1,0,7.9,1688,3
2,9,1,1,50,7.3,1613,3
3,18,0,0,0,5.3,2332,4
2,9,1,2,50,7.4,925,3
3,11,1,2,100,6.1,1573,4
0,0,0,0,0,8.7,1137,3
2,7,0,1,100,5.7,1694,4
0,0,0,2,50,7.0,2235,3
3,12,0,1,100,9.2,699,3
1,3,1,0,0,5.6,509,3
0,0,0,0,50,6.6,610,4
2,8,0,1,100,7.0,652,3
2,9,0,0,0,7.7,1635,4
2,9,0,1,100,9.6,754,4
2,5,1,1,100,7.2,2255,5
2,8,0,2,50,9.8,764,5
2,9,0,1,50,9.9,2215,5
3,18,1,1,0,5.4,1504,5
3,11,0,2,0,9.8,678,3
3,16,0,0,0,5.1,1533,3
3,11,0,1,100,8.3,2331,3
1,4,0,1,100,5.4,2347,3
0,0,0,0,100,7.9,956,3
1,4,1,0,50,6.8,2151,4
1,4,0,2,0,9.9,559,4
3,19,0,0,100,7.0,1260,4
1,3,0,1,100,6.6,1850,3
3,12,0,0,0,9.6,817,4
2,9,0,0,50,6.5,970,3
2,9,0,0,0,7.5,1696,3
1,2,0,0,0,10.0,2188,4
3,19,0,1,0,7.2,2017,5
3,16,0,1,0,8.4,2290,4
3,11,0,2,50,6.0,2012,4
2,5,1,0,100,5.5,710,5
3,15,1,2,100,6.9,1719,5
3,19,1,0,50,9.5,566,4
2,7,1,2,50,7.0,2080,4
0,0,1,2,50,6.2,2211,5
3,14,0,0,100,5.2,852,3
0,0,1,2,50,8.8,1728,5
0,1,1,2,100,5.5,1396,4
1,3,0,1,50,8.8,1670,4
1,3,0,2,50,8.6,1246,3
1,4,0,2,100,8.9,1836,4
1,4,0,2,0,10.0,1669,3
2,7,0,0,0,7.4,2175,5
2,8,0,1,50,7.2,2069,4
2,8,1,2,100,7.6,1190,3
2,8,1,2,0,8.5,1322,4
0,0,0,0,0,5.5,2116,5
3,12,1,1,50,9.3,828,3
0,0,0,0,100,8.7,507,3
1,4,0,2,50,5.7,2346,4
1,3,1,2,0,5.2,651,3
2,9,1,2,100,8.3,895,5
2,9,1,0,0,7.1,1784,3
1,2,1,0,0,9.2,2122,4
1,2,0,1,0,7.9,1840,5
1,3,0,0,0,7.2,1033,4
2,7,0,2,50,8.0,2495,5
3,11,0,1,50,8.0,1137,3
1,2,0,1,100,7.0,594,3
0,1,0,1,100,7.9,1154,3
2,5,1,0,0,7.8,1325,3
1,3,0,1,100,7.5,569,3
0,1,0,0,0,5.1,1323,4
3,19,0,2,100,6.9,506,3
3,11,0,2,0,5.6,1778,4
0,1,0,0,0,7.2,2421,4
1,2,0,0,50,6.0,1822,5
2,9,0,1,100,8.0,1371,4
1,4,1,1,0,6.8,1364,3
2,9,0,2,0,8.0,2026,5
3,19,0,2,100,7.3,2337,3
0,0,0,1,50,6.8,2228,4
3,10,0,2,0,6.7,1353,4
3,19,0,0,0,5.9,2083,4
1,4,0,2,50,9.0,2428,5
3,14,0,2,0,6.9,2414,5
0,1,0,1,0,6.1,2197,4
0,1,1,2,50,5.4,1153,3
3,16,0,2,100,5.6,1000,5
1,2,0,0,0,9.4,2446,5
2,6,0,2,0,8.2,2073,4
1,2,1,1,50,8.5,843,4
1,3,1,2,0,8.7,2161,4
2,6,0,0,0,9.8,905,5
2,5,1,2,0,5.7,968,4
2,5,0,1,50,7.4,1561,3
1,4,0,0,50,8.3,1782,4
0,0,0,1,0,5.0,2263,5
0,0,0,1,0,6.7,953,5
3,13,0,1,50,6.5,2385,4
1,2,1,0,0,6.1,1384,4
1,3,0,2,0,7.2,2499,5
0,1,0,2,100,8.4,2361,4
1,3,0,0,50,9.0,2344,5
0,0,0,0,50,6.9,1958,5
3,13,0,2,100,6.2,1672,5
1,2,0,2,100,8.8,1412,3
0,1,0,0,50,9.3,1019,5
0,0,0,2,0,8.2,1676,3
3,17,0,0,100,6.0,2354,3
3,12,1,0,100,6.9,1818,4
3,10,0,1,0,8.1,1281,3
3,17,0,2,0,5.7,1191,4
0,1,0,1,0,5.6,1403,4
3,19,1,1,100,5.9,2462,4
0,0,0,2,0,7.1,1083,3
3,19,1,2,50,8.8,2301,5
2,8,0,2,0,8.9,2221,3
3,17,1,0,100,5.7,1636,4
1,4,1,0,100,9.1,2462,5
3,16,0,2,50,9.1,2424,5
2,5,1,2,0,7.2,1384,4
3,10,0,0,50,5.9,523,3
3,15,0,1,0,9.5,2129,4
1,4,1,2,0,8.6,2185,4
0,1,0,1,0,9.1,2031,4
0,1,1,0,50,9.6,2199,4
0,1,0,1,50,6.4,2472,5
2,7,0,2,0,8.7,2153,5
3,12,1,2,0,9.7,820,5
0,1,0,2,100,6.5,1415,4
2,5,1,1,50,7.7,1755,4
3,11,1,1,0,8.3,2238,3
3,19,0,0,100,7.6,1928,3
2,7,0,0,50,8.9,2148,5
1,2,0,0,100,6.1,988,3
2,7,0,2,100,7.8,1164,3
2,8,0,2,50,7.1,952,3
2,8,1,2,100,7.1,1009,4
0,1,0,2,50,5.5,1283,4
3,13,0,2,0,9.7,1486,3
0,0,0,2,100,5.4,531,5
3,19,1,0,100,8.7,1041,3
2,8,0,2,50,6.8,1680,5
1,3,1,0,0,8.7,1782,3
2,9,1,1,100,6.3,2146,4
0,0,0,2,100,9.8,966,3
0,1,0,1,100,5.4,2241,5
1,2,0,2,100,5.0,864,4
2,9,0,0,0,9.2,1149,4
0,0,0,2,50,9.0,1247,3
1,3,1,2,100,8.7,1339,4
2,9,1,0,50,7.3,2219,3
0,1,1,1,50,7.2,2234,3
0,1,0,2,0,6.9,530,3
0,0,0,0,0,9.0,762,5
2,6,0,2,50,5.3,2499,3
0,0,0,2,100,10.0,1314,4
2,9,1,1,100,9.9,919,3
1,3,0,2,0,7.4,2223,3
0,1,1,0,50,6.2,1337,4
2,6,0,1,100,6.5,2399,3
1,3,1,0,50,6.5,878,3
2,5,1,2,0,8.7,1783,4
0,0,0,0,0,8.0,2400,5
0,0,0,0,50,6.9,1562,4
2,7,0,1,0,9.7,1284,4
2,6,0,1,100,8.7,1358,5
0,0,1,1,50,6.6,1636,4
0,0,0,0,0,6.5,605,3
2,7,0,1,100,8.5,1234,4
1,2,0,2,0,6.5,1034,4
3,14,1,1,50,6.6,1018,3
1,4,0,2,100,9.3,2190,4
2,6,0,2,100,8.9,2155,4
0,0,0,2,100,5.6,1109,4
3,11,0,2,50,8.5,1400,3
3,15,1,1,0,5.5,1867,5
3,15,0,1,100,10.0,2174,3
3,13,0,1,50,6.9,912,5
1,3,0,0,0,6.5,2102,4
0,0,0,1,100,9.2,1670,4
1,4,0,1,100,8.0,1760,4
2,7,0,1,100,7.5,1868,3
2,8,0,2,100,8.0,2106,5
3,17,1,2,0,8.2,1141,4
2,7,0,2,0,6.5,945,3
0,1,0,0,0,8.3,1519,5
1,2,1,0,100,5.7,559,3
1,3,0,2,0,8.1,918,3
1,4,1,0,100,7.2,660,5
3,19,0,1,50,7.2,1113,5
3,16,1,2,50,6.5,2337,5
3,11,0,2,0,7.5,694,4
1,2,0,1,50,8.5,2336,4
1,2,0,1,100,6.5,1987,4
1,4,0,0,50,9.4,848,5
2,8,0,2,100,6.0,1299,5
2,5,0,1,100,8.9,996,5
1,3,0,2,0,7.6,1845,5
2,9,0,1,100,7.8,2211,4
2,9,0,0,0,5.1,502,3
3,16,0,0,50,8.1,606,5
3,10,0,2,50,7.5,569,5
0,1,0,0,0,6.6,745,4
1,2,0,1,100,5.3,1055,3
3,17,0,0,50,5.5,1333,5
1,3,0,2,50,7.6,926,5
2,5,0,0,50,5.5,2429,4
0,0,0,1,50,7.9,881,4
0,0,1,0,100,10.0,1650,5
3,12,1,2,0,8.8,1644,3
3,12,0,2,100,7.9,689,4
2,8,1,1,50,5.7,1607,5
3,13,0,1,100,9.4,752,5
2,5,0,1,0,7.3,1415,5
3,10,0,0,50,9.7,1473,4
1,2,1,2,0,6.2,1704,4
3,18,1,2,0,8.2,1232,4
1,3,0,0,50,8.8,1426,5
1,3,0,0,100,7.0,1640,3
1,3,0,0,50,5.0,2180,5
2,7,0,0,0,5.4,1253,3
1,4,0,2,100,6.5,927,4
2,7,0,2,50,6.5,1387,4
3,15,0,0,50,6.6,968,4
0,1,0,0,100,9.8,823,4
3,16,0,0,50,5.4,2157,3
0,1,0,0,100,7.3,1492,3
2,8,0,0,50,9.9,2182,5
3,19,1,1,0,7.1,2005,4
0,0,0,2,0,7.6,1791,3
0,1,0,2,0,6.1,780,4
0,1,0,0,100,9.4,1963,3
1,2,0,1,50,6.3,2238,3
1,2,0,0,0,8.8,1279,5
1,4,0,1,0,9.4,964,3
2,6,1,2,100,7.2,1733,4
3,11,0,1,0,6.7,1557,3
0,1,0,1,100,8.4,2476,4
3,16,0,2,50,9.0,1292,3
2,7,0,0,100,5.6,1464,5
3,12,0,2,100,8.8,1134,5
1,4,0,0,0,7.7,1900,4
0,0,0,1,0,9.8,1965,3
3,14,0,2,50,8.7,2443,5
2,9,1,1,50,6.5,676,3
1,3,0,2,100,7.1,2010,5
1,4,0,1,100,9.9,1182,5
1,4,0,0,0,8.8,834,3
1,4,0,1,50,8.8,1344,3
0,0,0,1,50,5.4,1045,4
1,4,0,2,0,8.8,782,4
0,0,1,0,0,7.9,1947,5
1,3,1,0,100,7.3,794,3
1,3,0,2,0,9.7,1217,5
0,1,0,2,100,6.6,1698,3
0,1,1,2,100,9.3,2120,5
3,10,0,1,0,8.5,741,5
2,5,1,1,50,9.3,828,4
0,0,0,0,0,8.1,2495,3
3,14,0,2,100,6.5,1237,5
2,9,0,2,100,9.7,1423,3
0,1,0,0,0,9.2,657,5
0,1,0,0,50,7.8,2415,3
3,19,1,1,100,5.8,1081,4
1,3,0,2,100,5.1,2364,4
1,3,0,0,100,5.1,1938,4
0,1,1,2,0,6.4,1843,4
0,0,0,2,100,9.9,582,5
3,10,0,1,50,7.0,797,4
0,1,0,0,0,5.0,993,4
0,1,1,0,50,8.1,986,4
3,10,1,1,50,5.6,1014,3
0,1,0,2,50,8.0,2015,3
0,0,0,0,100,5.1,587,5
2,5,0,1,100,7.4,1428,3
0,0,1,1,100,8.4,1206,4
1,3,0,2,0,9.0,2119,5
2,8,0,0,50,6.5,2398,5
1,3,0,1,50,9.8,1174,5
1,3,0,2,100,7.7,1864,5
3,18,0,0,100,8.7,1692,4
3,13,0,2,0,6.9,606,5
3,11,0,1,50,8.5,2234,4
2,5,1,0,100,8.4,2367,3
3,10,0,2,50,5.1,2448,3
3,14,0,0,0,8.3,2180,5
3,17,0,2,100,5.1,713,4
1,3,0,1,100,9.4,582,5
2,6,0,0,100,5.4,954,5
2,6,0,1,50,5.1,515,5
2,9,0,1,50,5.7,1587,4
1,3,1,1,100,9.4,1784,5
1,2,0,1,0,6.3,1804,4
1,4,0,2,100,9.6,1681,5
0,0,1,0,0,5.3,923,4
2,6,1,2,100,7.4,1631,5
1,3,1,0,100,5.8,2353,3
3,14,0,0,0,8.8,2155,3
0,1,0,2,50,9.1,1397,5
1,4,0,0,50,6.7,2339,5
2,9,0,0,100,7.0,1244,3
0,1,0,2,50,9.7,2468,3
2,7,0,0,0,6.5,1613,5
0,1,1,0,100,7.4,940,5
2,6,0,1,0,5.9,1982,5
1,2,1,2,0,9.4,1443,3
1,3,0,1,100,7.9,1604,3
1,3,0,1,100,6.8,890,4
2,7,0,0,0,5.5,1823,3
2,7,0,0,50,6.6,690,3
2,9,0,2,100,8.0,524,4
2,6,0,1,50,5.6,1388,4
3,10,0,0,50,5.1,751,3
3,14,0,2,100,8.3,1794,5
2,9,0,2,50,9.5,809,5
2,5,0,1,100,7.8,2352,5
3,14,0,0,100,5.3,1956,5
1,4,0,2,50,5.5,965,3
0,1,0,2,0,9.5,2381,4
1,2,1,0,0,6.2,2159,4
1,3,0,1,50,9.3,905,5
2,5,1,2,100,8.5,811,4
2,8,0,2,100,7.7,1743,3
2,7,0,1,0,6.2,1736,3
1,4,0,2,50,5.2,974,5
3,14,1,0,50,7.8,691,5
3,18,0,0,0,9.7,630,5
2,7,1,0,0,5.6,739,5
1,3,0,1,100,9.4,1343,4
1,3,0,2,50,7.3,665,3
0,1,1,2,0,8.1,1780,5
1,4,0,0,0,9.3,2218,3
0,1,0,1,0,8.4,1583,3
0,0,0,1,100,5.0,1961,4
0,1,0,0,100,6.4,2446,4
2,9,1,1,100,8.7,2101,5
2,7,0,0,50,6.6,2437,5
1,2,0,2,100,9.2,1163,4
0,0,0,2,50,5.2,1566,3
0,0,0,2,100,6.7,1321,5
1,2,0,1,50,5.9,1701,4
1,3,0,1,0,6.1,1846,3
1,4,0,1,50,5.2,1999,5
1,3,1,2,0,8.6,1294,4
2,5,0,1,100,6.0,782,3
3,16,0,1,100,6.1,1809,3
2,7,0,0,100,8.8,1659,5
2,5,0,1,0,8.7,976,3
0,0,0,2,100,8.6,2111,5
3,19,0,2,50,8.8,1347,5
1,4,1,0,100,8.4,2006,3
2,5,0,0,100,9.6,1862,3
2,6,1,1,50,8.7,1825,5
3,14,0,1,0,8.0,2474,5
2,5,0,2,50,8.0,1165,5
1,3,1,2,0,9.0,1500,4
3,10,0,1,100,9.2,1008,4
3,18,0,2,100,9.9,502,4
1,3,0,0,50,8.6,1842,4
2,6,0,2,100,7.2,1324,4
0,0,0,2,0,9.0,1089,3
